CO_ID,CL_ID,DATA_INT,QTD_TOTAL_ITENS,QTD_PRODUTOS_DIFERENTES,PRODUTOS,DATA_COMPRA,index,GENERO,ESTADO_CIVIL,NUMERO_FILHOS,SEGMENTO_ECONOMICO,MES_ANO
487981,598,2021-01-28,80,69,"['MORDEDOR', 'ABACATE', 'ABACAXI', 'ALMONDEGA', 'BATATA', 'BATATA DOCE', 'BIFE DE COXAO MOLE', 'BISCOITO', 'BROCOLIS', 'COGUMELOS', 'COPA SUINA', 'FEIJAO', 'GRANOLA', 'IOGURTE', 'LATA DE MILHO', 'MACARRAO', 'MACARRAO INSTANTANEO', 'MAMAO', 'PATE', 'QUEIJO MUSSARELA', 'SALGADINHO', 'REFRIGERANTE LARANJA', 'ABSORVENTE', 'FIO DENTAL', 'GEL', 'PASTA DE DENTE', 'SABONETE', 'SHAMPOO', 'TALCO', 'DESENGORDURANTE', 'LIMPADOR PERFUMADO', 'SABAO', 'TIRA MANCHA', 'VASSOURA', 'RACAO SECA PARA CAES', 'RACAO SECA PARA GATOS', 'RACAO UMIDA PARA GATOS', 'UVA', 'TOMATE', 'SHAMPOO', 'SARDINHA', 'REPELENTE', 'REFRIGERANTE OUTROS', 'REFRIGERANTE GUARANA', 'PROTETOR SOLAR', 'PRESUNTO COZIDO', 'PRESUNTO COZIDO', 'PRESERVATIVO', 'PATE', 'PAPEL HIGIENICO', 'ODORIZADOR', 'MORTADELA', 'MACARRAO', 'LIMPA VIDROS', 'LIMAO', 'LENCO UMEDECIDO', 'LEITE CONDENSADO', 'KETCHUP', 'HASTES FLEXIVEIS', 'GRANOLA', 'GEL', 'FIO DENTAL', 'ENERGETICO', 'DESINFETANTE', 'CENOURA', 'CEBOLA', 'BIFE DE COXAO MOLE', 'BATATA DOCE', 'ARROZ INTEGRAL']",2021-01-28,597,F,Solteiro,0,B,2021-01
488032,656,2021-01-28,26,24,"['ABACATE', 'ALHO', 'BIFE DE COXAO MOLE', 'COPA SUINA', 'COXA E SOBRECOXA DE FRANGO', 'KETCHUP', 'QUEIJO MUSSARELA', 'SNACKS', 'CERA', 'ODORIZADOR', 'RACAO SECA PARA CAES', 'RACAO UMIDA PARA CAES', 'SALGADINHOS DE MILHO', 'RACAO SECA PARA CAES', 'PROTETOR SOLAR', 'PATE', 'PAPEL HIGIENICO', 'LUSTRA MOVEIS', 'LIMPA VIDROS', 'LENCO UMEDECIDO', 'ENERGETICO', 'BROCOLIS', 'BATATA', 'ATUM']",2021-01-28,655,M,Divorciado,0,C,2021-01
488122,245,2021-01-28,57,55,"['ABACAXI', 'ALHO', 'BANANA', 'BATATA', 'BISCOITO', 'CAFE', 'DOCE', 'FILE DE PEIXE', 'IOGURTE', 'LATA DE MILHO', 'LEITE', 'PALMITO', 'PAO DE FORMA', 'PATE', 'PRESUNTO COZIDO', 'QUEIJO MUSSARELA', 'RICOTA', 'REFRIGERANTE LIMaO', 'CONDICIONADOR', 'CREME', 'PAPEL HIGIENICO', 'PASTA DE DENTE', 'REPELENTE', 'SHAMPOO', 'DESENGORDURANTE', 'LIMPA VIDROS', 'LIMPADOR MULTIUSO', 'LIMPADOR PERFUMADO', 'ODORIZADOR', 'Sem Nome', 'ALIMENTO PARA PASSARO', 'RACAO UMIDA PARA GATOS', 'SALGADINHO', 'RODO', 'REMOVEDOR', 'RACAO UMIDA PARA GATOS', 'PAPINHA INFANTIL', 'PALMITO', 'OVOS', 'ODORIZADOR', 'MORDEDOR', 'MAMAO PAPAYA', 'LUSTRA MOVEIS', 'LINGUICA', 'LIMPADOR PERFUMADO', 'LIMPADOR MULTIUSO', 'LIMAO', 'LENCO UMEDECIDO', 'FEIJAO', 'ENXAGUANTE BUCAL', 'DANETTE', 'COXA E SOBRECOXA DE FRANGO', 'CORACAO DE FRANGO', 'CHUPETA', 'ARROZ INTEGRAL']",2021-01-28,244,F,Solteiro,3,B,2021-01
488153,356,2021-01-28,7,6,"['REFRIGERANTE COLA', 'REFRIGERANTE OUTROS', 'TINTURAS', 'PROTETOR SOLAR', 'MODELADOR', 'HASTES FLEXIVEIS']",2021-01-28,355,M,Divorciado,4,A,2021-01
488231,28,2021-01-28,41,35,"['ALHO', 'ARROZ', 'ARROZ INTEGRAL', 'AZEITE', 'BATATA', 'IOGURTE', 'LEITE CONDENSADO', 'MACARRAO', 'MAMAO PAPAYA', 'PAO DE FORMA', 'PRESUNTO COZIDO', 'QUEIJO DE CABRA', 'QUEIJO MUSSARELA', 'RICOTA', 'PRESERVATIVO', 'LUSTRA MOVEIS', 'ODORIZADOR', 'TIRA LIMO', 'VASSOURA', 'SHAMPOO', 'SARDINHA', 'REPELENTE', 'REFRIGERANTE COLA', 'PASTA DE DENTE', 'MORTADELA', 'MOLHO BARBECUE', 'LIMPADOR MULTIUSO', 'LIMAO', 'KETCHUP', 'INSETICIDA', 'FEIJAO', 'DANETTE', 'COGUMELOS', 'CERA', 'ARROZ INTEGRAL']",2021-01-28,27,F,Casado ou União Estável,2,B,2021-01
488273,809,2021-01-28,65,62,"['ABACATE', 'ABACAXI', 'ACHOCOLATADO', 'ALMONDEGA', 'ATUM', 'BISCOITO', 'CAFE', 'CENOURA', 'CHA', 'COGUMELOS', 'DOCE', 'FILE DE PEIXE', 'LATA DE ERVILHA', 'LATA DE MILHO', 'MAMAO', 'MORTADELA', 'PRESUNTO COZIDO', 'SALGADINHO', 'TOMATE', 'REFRIGERANTE LIMaO', 'ABSORVENTE', 'CONDICIONADOR', 'HIDRATANTE', 'REPELENTE', 'SHAMPOO', 'AGUA SANITARIA', 'DESENGORDURANTE', 'LIMPA VIDROS', 'SABAO', 'VASSOURA', 'RACAO SECA PARA CAES', 'RACAO SECA PARA GATOS', 'TOMATE', 'TIRA MANCHA', 'SABAO EM PO', 'RICOTA', 'REFRIGERANTE GUARANA', 'RACAO UMIDA PARA GATOS', 'PRESUNTO COZIDO', 'PATE', 'PAPEL HIGIENICO', 'PALMITO', 'ODORIZADOR', 'MAMAO', 'MACARRAO INSTANTANEO', 'LENCO UMEDECIDO', 'LEITE CONDENSADO', 'LEITE', 'LATA DE MILHO', 'LATA DE ERVILHA', 'KETCHUP', 'INSETICIDA', 'HAMBUGUER', 'FIO DENTAL', 'DESINFETANTE', 'DESENGORDURANTE', 'CAFE', 'BISCOITO', 'BIFE DE COXAO MOLE', 'BANANA', 'BALDE', 'AZEITE']",2021-01-28,808,F,Separado,3,B,2021-01
488321,905,2021-01-28,78,67,"['MORDEDOR', 'ABACAXI', 'ARROZ', 'ARROZ INTEGRAL', 'AZEITONA', 'BATATA DOCE', 'BIFE DE COXAO MOLE', 'CENOURA', 'COXA E SOBRECOXA DE FRANGO', 'DOCE', 'FILE DE PEIXE', 'HAMBUGUER', 'KETCHUP', 'MAMAO', 'MORTADELA', 'OVOS', 'PRESUNTO COZIDO', 'SALGADINHO', 'SALGADINHOS DE MILHO', 'REFRIGERANTE LARANJA', 'CONDICIONADOR', 'CREME', 'ESCOVA DE DENTE', 'MODELADOR', 'PASTA DE DENTE', 'REPELENTE', 'TALCO', 'AGUA SANITARIA', 'INSETICIDA', 'LIMPADOR MULTIUSO', 'LIMPADOR PERFUMADO', 'ODORIZADOR', 'RODO', 'SABAO EM PO', 'TIRA LIMO', 'TIRA MANCHA', 'ALIMENTO PARA PASSARO', 'RACAO SECA PARA CAES', 'TIRA MANCHA', 'SALGADINHO', 'REQUEIJAO', 'REPELENTE', 'REFRIGERANTE LIMaO', 'REFRIGERANTE LARANJA', 'RACAO SECA PARA CAES', 'QUEIJO MUSSARELA', 'PATE', 'PAO DE FORMA', 'PALMITO', 'MOLHO BARBECUE', 'MODELADOR', 'MANGA', 'MAMAO', 'MACARRAO INSTANTANEO', 'MACARRAO', 'LIMAO', 'KETCHUP', 'IOGURTE', 'HAMBUGUER', 'DESENGORDURANTE', 'CREME', 'CERA', 'BROCOLIS', 'BISCOITO', 'AZEITE', 'ATUM', 'ARROZ']",2021-01-28,904,M,Casado ou União Estável,0,B,2021-01
488415,729,2021-01-28,20,19,"['ARROZ', 'BISCOITO', 'COGUMELOS', 'MAMAO', 'PRESUNTO COZIDO', 'FIO DENTAL', 'MODELADOR', 'AGUA SANITARIA', 'ODORIZADOR', 'TIRA MANCHA', 'VASSOURA', 'TIRA MANCHA', 'REPELENTE', 'ODORIZADOR', 'LEITE CONDENSADO', 'CREME', 'COPA SUINA', 'CHA', 'AMACIANTE']",2021-01-28,728,M,Separado,0,B,2021-01
488429,709,2021-01-28,59,54,"['ARROZ', 'BANANA', 'BROCOLIS', 'COPA SUINA', 'DOCE', 'HAMBUGUER', 'KETCHUP', 'LEITE', 'LINGUICA', 'MACARRAO', 'MANGA', 'REQUEIJAO', 'RICOTA', 'SNACKS', 'UVA', 'ENERGETICO', 'REFRIGERANTE GUARANA', 'HASTES FLEXIVEIS', 'HIDRATANTE', 'MODELADOR', 'PAPEL HIGIENICO', 'PRESERVATIVO', 'PROTETOR SOLAR', 'SABONETE', 'ALCOOL', 'CERA', 'Sem Nome', 'TIRA LIMO', 'ALIMENTO PARA PASSARO', 'RODO', 'REPELENTE', 'REFRIGERANTE OUTROS', 'REFRIGERANTE LIMaO', 'REFRIGERANTE LARANJA', 'REFRIGERANTE COLA', 'RACAO SECA PARA CAES', 'PASTA DE DENTE', 'MORTADELA', 'LUSTRA MOVEIS', 'LIMPADOR PERFUMADO', 'LEITE', 'IOGURTE', 'INSETICIDA', 'HIDRATANTE', 'HASTES FLEXIVEIS', 'FIXADOR', 'ESCOVA DE DENTE', 'CREME', 'COXA E SOBRECOXA DE FRANGO', 'CONDICIONADOR', 'CHA', 'CAFE', 'AZEITE', 'ALMONDEGA']",2021-01-28,708,F,Separado,0,B,2021-01
488464,708,2021-01-28,53,48,"['CHUPETA', 'MORDEDOR', 'ABACAXI', 'ACHOCOLATADO', 'AZEITE', 'BIFE DE COXAO MOLE', 'BROCOLIS', 'CEBOLA', 'GRANOLA', 'MOLHO BARBECUE', 'MORTADELA', 'PATE', 'RICOTA', 'SARDINHA', 'REFRIGERANTE OUTROS', 'CONDICIONADOR', 'ENXAGUANTE BUCAL', 'DETERGENTE', 'LIMPADOR PERFUMADO', 'ODORIZADOR', 'RACAO SECA PARA CAES', 'RACAO SECA PARA GATOS', 'RACAO UMIDA PARA CAES', 'VASSOURA', 'TIRA MANCHA', 'TIRA LIMO', 'TINTURAS', 'SHAMPOO', 'REQUEIJAO', 'REFRIGERANTE LIMaO', 'REFRIGERANTE LARANJA', 'REFRIGERANTE GUARANA', 'PRESERVATIVO', 'MACARRAO', 'LIMPADOR MULTIUSO', 'LIMAO', 'IOGURTE', 'FEIJAO', 'ESCOVA DE DENTE', 'DANETTE', 'COXA E SOBRECOXA DE FRANGO', 'CHA', 'CERA', 'BISCOITO', 'BIFE DE COXAO MOLE', 'BATATA DOCE', 'AZEITE', 'ATUM']",2021-01-28,707,F,Divorciado,2,B,2021-01
488530,310,2021-01-28,64,56,"['CHUPETA', 'ABACAXI', 'ALMONDEGA', 'ARROZ INTEGRAL', 'AZEITONA', 'BATATA', 'BATATA DOCE', 'BISCOITO', 'MACARRAO INSTANTANEO', 'MAMAO', 'PALMITO', 'PAO DE FORMA', 'PATE', 'PRESUNTO COZIDO', 'RICOTA', 'UVA', 'HASTES FLEXIVEIS', 'PAPEL HIGIENICO', 'PROTETOR SOLAR', 'TALCO', 'TINTURAS', 'DETERGENTE', 'INSETICIDA', 'LUSTRA MOVEIS', 'Sem Nome', 'REMOVEDOR', 'RODO', 'TIRA MANCHA', 'VASSOURA', 'UVA', 'TINTURAS', 'TALCO', 'SABAO EM PO', 'RODO', 'REQUEIJAO', 'REFRIGERANTE LIMaO', 'PROTETOR SOLAR', 'PRESUNTO COZIDO', 'PAPEL HIGIENICO', 'OVOS', 'MORDEDOR', 'MODELADOR', 'MAMAO PAPAYA', 'MAMAO', 'LATA DE ERVILHA', 'INSETICIDA', 'HIDRATANTE', 'FIXADOR', 'FIO DENTAL', 'DOCE', 'COPA SUINA', 'CHUPETA', 'BATATA DOCE', 'ATUM', 'AMACIANTE', 'ALMONDEGA']",2021-01-28,309,M,Solteiro,3,C,2021-01
488546,880,2021-01-28,35,30,"['CHUPETA', 'ALMONDEGA', 'ATUM', 'BIFE DE COXAO MOLE', 'BROCOLIS', 'CHA', 'COPA SUINA', 'CORACAO DE FRANGO', 'PAPINHA INFANTIL', 'REFRIGERANTE GUARANA', 'ESCOVA DE DENTE', 'GEL', 'TALCO', 'LIMPADOR PERFUMADO', 'ODORIZADOR', 'REMOVEDOR', 'RODO', 'TIRA MANCHA', 'TOMATE', 'REPELENTE', 'PRESERVATIVO', 'PASTA DE DENTE', 'LATA DE ERVILHA', 'INSETICIDA', 'HIDRATANTE', 'GRANOLA', 'ESCOVA DE DENTE', 'ENXAGUANTE BUCAL', 'BROCOLIS', 'BIFE DE COXAO MOLE']",2021-01-28,879,M,Separado,2,B,2021-01
488632,727,2021-01-28,70,59,"['CHUPETA', 'ABACAXI', 'ALMONDEGA', 'ATUM', 'BATATA', 'BIFE DE COXAO MOLE', 'COGUMELOS', 'GRANOLA', 'HAMBUGUER', 'KETCHUP', 'MANGA', 'MOLHO BARBECUE', 'OVOS', 'QUEIJO DE CABRA', 'SALGADINHOS DE MILHO', 'TOMATE', 'ABSORVENTE', 'CONDICIONADOR', 'CREME', 'FIO DENTAL', 'FIXADOR', 'LENCO UMEDECIDO', 'PRESERVATIVO', 'SHAMPOO', 'TINTURAS', 'AGUA SANITARIA', 'ALCOOL', 'AMACIANTE', 'BALDE', 'CERA', 'DESINFETANTE', 'DETERGENTE', 'LIMPADOR PERFUMADO', 'LUSTRA MOVEIS', 'SABAO EM PO', 'TIRA MANCHA', 'RACAO SECA PARA CAES', 'UVA', 'TALCO', 'SARDINHA', 'SALGADINHO', 'SABAO', 'REFRIGERANTE GUARANA', 'PAPEL HIGIENICO', 'PAO DE FORMA', 'MOLHO BARBECUE', 'MODELADOR', 'MAMAO', 'LIMPADOR PERFUMADO', 'LIMPA VIDROS', 'IOGURTE', 'DESINFETANTE', 'DESENGORDURANTE', 'COXA E SOBRECOXA DE FRANGO', 'CERA', 'BROCOLIS', 'BIFE DE COXAO MOLE', 'BANANA', 'ATUM']",2021-01-28,726,M,Solteiro,2,C,2021-01
488660,178,2021-01-28,4,4,"['AZEITONA', 'BISCOITO', 'PATE', 'TALCO']",2021-01-28,177,M,Separado,0,A,2021-01
488694,337,2021-01-28,78,66,"['ARROZ', 'BISCOITO', 'CAFE', 'CENOURA', 'COXA E SOBRECOXA DE FRANGO', 'FILE DE PEIXE', 'HAMBUGUER', 'LATA DE ERVILHA', 'LATA DE MILHO', 'LIMAO', 'MACARRAO', 'MAMAO', 'MOLHO BARBECUE', 'PAO DE FORMA', 'PRESUNTO COZIDO', 'SARDINHA', 'SNACKS', 'TOMATE', 'REFRIGERANTE COLA', 'ENXAGUANTE BUCAL', 'FIXADOR', 'PROTETOR SOLAR', 'SABONETE', 'TINTURAS', 'BALDE', 'CERA', 'DETERGENTE', 'LIMPADOR MULTIUSO', 'SABAO EM PO', 'TIRA LIMO', 'VASSOURA', 'ALIMENTO PARA PASSARO', 'SHAMPOO', 'SARDINHA', 'SABONETE', 'SABAO EM PO', 'REQUEIJAO', 'REFRIGERANTE LARANJA', 'RACAO UMIDA PARA GATOS', 'RACAO SECA PARA CAES', 'QUEIJO MUSSARELA', 'PROTETOR SOLAR', 'PRESUNTO COZIDO', 'PATE', 'PASTA DE DENTE', 'MACARRAO INSTANTANEO', 'MACARRAO', 'LINGUICA', 'LEITE', 'LATA DE MILHO', 'LATA DE ERVILHA', 'INSETICIDA', 'GRANOLA', 'ENXAGUANTE BUCAL', 'DOCE', 'DETERGENTE', 'DESINFETANTE', 'DESENGORDURANTE', 'CREME', 'COXA E SOBRECOXA DE FRANGO', 'COPA SUINA', 'BROCOLIS', 'BANANA', 'ATUM', 'ARROZ', 'ALMONDEGA']",2021-01-28,336,M,Separado,0,B,2021-01
488746,803,2021-01-28,58,47,"['MORDEDOR', 'ABACATE', 'ARROZ INTEGRAL', 'CORACAO DE FRANGO', 'DOCE', 'IOGURTE', 'LIMAO', 'MACARRAO', 'MACARRAO INSTANTANEO', 'MAMAO PAPAYA', 'REQUEIJAO', 'SARDINHA', 'CREME', 'FRALDA', 'PAPEL HIGIENICO', 'REPELENTE', 'CERA', 'DESENGORDURANTE', 'DETERGENTE', 'LIMPADOR PERFUMADO', 'LUSTRA MOVEIS', 'ODORIZADOR', 'REMOVEDOR', 'SABAO EM PO', 'RACAO UMIDA PARA GATOS', 'UVA', 'SALGADINHOS DE MILHO', 'SABONETE', 'SABAO EM PO', 'REQUEIJAO', 'REFRIGERANTE LARANJA', 'RACAO UMIDA PARA CAES', 'RACAO SECA PARA GATOS', 'QUEIJO DE CABRA', 'PATE', 'PALMITO', 'MAMAO PAPAYA', 'KETCHUP', 'FIO DENTAL', 'ENXAGUANTE BUCAL', 'ENERGETICO', 'CORACAO DE FRANGO', 'COPA SUINA', 'CHA', 'BISCOITO', 'BATATA', 'AZEITONA']",2021-01-28,802,F,Divorciado,0,A,2021-01
488756,957,2021-01-28,63,53,"['ATUM', 'CENOURA', 'COGUMELOS', 'FILE DE PEIXE', 'KETCHUP', 'LATA DE ERVILHA', 'LEITE', 'MANGA', 'OVOS', 'PRESUNTO COZIDO', 'SNACKS', 'REFRIGERANTE COLA', 'REFRIGERANTE GUARANA', 'ENXAGUANTE BUCAL', 'ESCOVA DE DENTE', 'FIXADOR', 'HASTES FLEXIVEIS', 'LENCO UMEDECIDO', 'PASTA DE DENTE', 'REPELENTE', 'SHAMPOO', 'LIMPADOR MULTIUSO', 'LIMPADOR PERFUMADO', 'ODORIZADOR', 'RODO', 'SABAO', 'TIRA LIMO', 'TIRA MANCHA', 'RACAO UMIDA PARA GATOS', 'VASSOURA', 'UVA', 'TALCO', 'SHAMPOO', 'SABAO', 'REMOVEDOR', 'REFRIGERANTE LARANJA', 'QUEIJO DE CABRA', 'PROTETOR SOLAR', 'OVOS', 'MACARRAO', 'LIMAO', 'LATA DE MILHO', 'LATA DE ERVILHA', 'GEL', 'FIXADOR', 'ENERGETICO', 'DETERGENTE', 'DESENGORDURANTE', 'CREME', 'CENOURA', 'BROCOLIS', 'BIFE DE COXAO MOLE', 'AZEITE']",2021-01-28,956,M,Divorciado,3,B,2021-01
488804,946,2021-01-28,84,72,"['MORDEDOR', 'ABACAXI', 'ALMONDEGA', 'ARROZ', 'BATATA DOCE', 'CAFE', 'COGUMELOS', 'COPA SUINA', 'DANETTE', 'LATA DE MILHO', 'LIMAO', 'MACARRAO INSTANTANEO', 'MAMAO', 'PRESUNTO COZIDO', 'QUEIJO DE CABRA', 'REQUEIJAO', 'RICOTA', 'SNACKS', 'UVA', 'ENERGETICO', 'REFRIGERANTE LIMaO', 'REFRIGERANTE OUTROS', 'CREME', 'ENXAGUANTE BUCAL', 'FIO DENTAL', 'SHAMPOO', 'TALCO', 'DESINFETANTE', 'INSETICIDA', 'LIMPADOR PERFUMADO', 'Sem Nome', 'REMOVEDOR', 'TIRA LIMO', 'TIRA MANCHA', 'RACAO SECA PARA CAES', 'VASSOURA', 'TINTURAS', 'SARDINHA', 'SALGADINHOS DE MILHO', 'SABONETE', 'SABAO', 'REPELENTE', 'REMOVEDOR', 'RACAO SECA PARA GATOS', 'PROTETOR SOLAR', 'PRESERVATIVO', 'PATE', 'PAPINHA INFANTIL', 'PAO DE FORMA', 'OVOS', 'MORTADELA', 'MOLHO BARBECUE', 'MANGA', 'MACARRAO', 'LIMPADOR PERFUMADO', 'LIMPADOR MULTIUSO', 'LIMAO', 'LENCO UMEDECIDO', 'LATA DE ERVILHA', 'KETCHUP', 'IOGURTE', 'INSETICIDA', 'HIDRATANTE', 'ENERGETICO', 'DOCE', 'DETERGENTE', 'DESENGORDURANTE', 'COXA E SOBRECOXA DE FRANGO', 'COGUMELOS', 'BROCOLIS', 'BIFE DE COXAO MOLE', 'AZEITE']",2021-01-28,945,M,Separado,0,B,2021-01
488846,225,2021-01-28,35,34,"['ARROZ INTEGRAL', 'CAFE', 'CENOURA', 'LINGUICA', 'OVOS', 'RICOTA', 'SALGADINHOS DE MILHO', 'SARDINHA', 'REFRIGERANTE COLA', 'ENXAGUANTE BUCAL', 'CERA', 'LIMPADOR MULTIUSO', 'SABAO', 'TIRA MANCHA', 'TOMATE', 'TINTURAS', 'SNACKS', 'SABAO', 'RODO', 'REQUEIJAO', 'REMOVEDOR', 'RACAO UMIDA PARA CAES', 'PRESUNTO COZIDO', 'MANGA', 'LUSTRA MOVEIS', 'LINGUICA', 'LENCO UMEDECIDO', 'LEITE CONDENSADO', 'LEITE', 'DESINFETANTE', 'CREME', 'COPA SUINA', 'CHA', 'CEBOLA']",2021-01-28,224,M,Solteiro,0,C,2021-01
488852,966,2021-01-02,62,53,"['ABACATE', 'ABACAXI', 'ALMONDEGA', 'BATATA', 'BIFE DE COXAO MOLE', 'COPA SUINA', 'CORACAO DE FRANGO', 'DOCE', 'HAMBUGUER', 'LATA DE ERVILHA', 'LEITE', 'LIMAO', 'MORTADELA', 'OVOS', 'PALMITO', 'PAO DE FORMA', 'PRESUNTO COZIDO', 'REFRIGERANTE GUARANA', 'CONDICIONADOR', 'FIO DENTAL', 'FIXADOR', 'MODELADOR', 'DESINFETANTE', 'INSETICIDA', 'RACAO UMIDA PARA GATOS', 'TIRA LIMO', 'SARDINHA', 'REFRIGERANTE GUARANA', 'REFRIGERANTE COLA', 'RACAO UMIDA PARA CAES', 'RACAO SECA PARA CAES', 'QUEIJO MUSSARELA', 'PRESERVATIVO', 'PATE', 'PAO DE FORMA', 'PALMITO', 'MAMAO PAPAYA', 'MACARRAO', 'LUSTRA MOVEIS', 'LINGUICA', 'LEITE', 'LATA DE MILHO', 'LATA DE ERVILHA', 'KETCHUP', 'HASTES FLEXIVEIS', 'GRANOLA', 'ENERGETICO', 'DESINFETANTE', 'CONDICIONADOR', 'CEBOLA', 'BIFE DE COXAO MOLE', 'BATATA', 'AZEITE']",2021-01-02,965,F,Solteiro,2,B,2021-01
488869,180,2021-01-02,32,30,"['CHUPETA', 'BATATA', 'BISCOITO', 'CHA', 'CORACAO DE FRANGO', 'FEIJAO', 'IOGURTE', 'LATA DE ERVILHA', 'LINGUICA', 'PAO DE FORMA', 'QUEIJO MUSSARELA', 'FIXADOR', 'MODELADOR', 'PASTA DE DENTE', 'SABONETE', 'DESENGORDURANTE', 'TIRA MANCHA', 'VASSOURA', 'SNACKS', 'REPELENTE', 'REFRIGERANTE LIMaO', 'REFRIGERANTE LARANJA', 'MOLHO BARBECUE', 'LEITE CONDENSADO', 'DESINFETANTE', 'CORACAO DE FRANGO', 'CERA', 'CENOURA', 'BALDE', 'AZEITE']",2021-01-02,179,M,Separado,4,B,2021-01
488910,543,2021-01-02,28,28,"['ABACAXI', 'BIFE DE COXAO MOLE', 'FILE DE PEIXE', 'MAMAO', 'MANGA', 'REFRIGERANTE OUTROS', 'GEL', 'SHAMPOO', 'DETERGENTE', 'Sem Nome', 'VASSOURA', 'SALGADINHO', 'RACAO UMIDA PARA CAES', 'PRESUNTO COZIDO', 'PATE', 'PAO DE FORMA', 'OVOS', 'MODELADOR', 'MANGA', 'MACARRAO', 'LUSTRA MOVEIS', 'HASTES FLEXIVEIS', 'GEL', 'COGUMELOS', 'BROCOLIS', 'BALDE', 'AZEITONA', 'AZEITE']",2021-01-02,542,M,Divorciado,2,B,2021-01
488945,269,2021-01-02,69,62,"['ABACAXI', 'ALHO', 'AZEITONA', 'BATATA', 'DANETTE', 'DOCE', 'IOGURTE', 'KETCHUP', 'LEITE', 'LEITE CONDENSADO', 'MAMAO PAPAYA', 'MANGA', 'PALMITO', 'PRESUNTO COZIDO', 'QUEIJO DE CABRA', 'REQUEIJAO', 'SALGADINHO', 'SARDINHA', 'CREME', 'GEL', 'PAPEL HIGIENICO', 'PRESERVATIVO', 'SHAMPOO', 'CERA', 'DESENGORDURANTE', 'DETERGENTE', 'ODORIZADOR', 'RODO', 'VASSOURA', 'ALIMENTO PARA PASSARO', 'RODO', 'RICOTA', 'REPELENTE', 'REFRIGERANTE LARANJA', 'REFRIGERANTE GUARANA', 'REFRIGERANTE COLA', 'RACAO UMIDA PARA CAES', 'RACAO SECA PARA CAES', 'QUEIJO MUSSARELA', 'PAPINHA INFANTIL', 'PALMITO', 'ODORIZADOR', 'MACARRAO', 'LIMPADOR PERFUMADO', 'LIMPA VIDROS', 'LEITE', 'KETCHUP', 'IOGURTE', 'INSETICIDA', 'GRANOLA', 'GEL', 'FIO DENTAL', 'FILE DE PEIXE', 'ESCOVA DE DENTE', 'ENERGETICO', 'DETERGENTE', 'DESINFETANTE', 'COPA SUINA', 'CONDICIONADOR', 'BANANA', 'AZEITE', 'ALMONDEGA']",2021-01-02,268,F,Separado,3,B,2021-01
488990,633,2021-01-02,20,19,"['BANANA', 'CORACAO DE FRANGO', 'MANGA', 'MOLHO BARBECUE', 'PATE', 'PRESUNTO COZIDO', 'QUEIJO MUSSARELA', 'REFRIGERANTE COLA', 'MODELADOR', 'SABONETE', 'TIRA LIMO', 'REPELENTE', 'REFRIGERANTE LARANJA', 'REFRIGERANTE COLA', 'MOLHO BARBECUE', 'LEITE CONDENSADO', 'LATA DE ERVILHA', 'BISCOITO', 'AZEITE']",2021-01-02,632,F,Separado,0,C,2021-01
489051,204,2021-01-02,37,34,"['ABACATE', 'ABACAXI', 'ACHOCOLATADO', 'CENOURA', 'COGUMELOS', 'COXA E SOBRECOXA DE FRANGO', 'FEIJAO', 'LINGUICA', 'QUEIJO MUSSARELA', 'SALGADINHO', 'SALGADINHOS DE MILHO', 'SARDINHA', 'REFRIGERANTE COLA', 'CONDICIONADOR', 'ESCOVA DE DENTE', 'FRALDA', 'GEL', 'HIDRATANTE', 'TALCO', 'CERA', 'TIRA LIMO', 'SALGADINHOS DE MILHO', 'REFRIGERANTE LARANJA', 'RACAO UMIDA PARA GATOS', 'RACAO SECA PARA GATOS', 'LATA DE MILHO', 'LATA DE ERVILHA', 'GRANOLA', 'ESCOVA DE DENTE', 'COGUMELOS', 'BATATA DOCE', 'AZEITONA', 'AMACIANTE', 'ALMONDEGA']",2021-01-02,203,F,Separado,3,B,2021-01
489061,759,2021-01-02,19,19,"['ALMONDEGA', 'ARROZ', 'BANANA', 'LATA DE ERVILHA', 'LINGUICA', 'MAMAO PAPAYA', 'OVOS', 'PALMITO', 'PAPINHA INFANTIL', 'SARDINHA', 'REFRIGERANTE GUARANA', 'DESINFETANTE', 'SABAO', 'TINTURAS', 'HIDRATANTE', 'DETERGENTE', 'BIFE DE COXAO MOLE', 'ATUM', 'ARROZ']",2021-01-02,758,F,Separado,0,B,2021-01
